,SummonerName,WinLoss,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken,BOTTOM,JUNGLE,MIDDLE,TOP,UTILITY
1127,angryPuppies,0,Akshan,87,7,111,7,13,159,6,8,1,10459,11092,0,455,19733,8,1,15,0,1682,22,289,0.0,0.0,0,0,0,0,0,0,1,0,0
1128,honor diligence,0,Ezreal,163,23,27,8,12,176,2,9,3,9716,10533,0,2092,20387,1,1,3,0,1682,0,288,0.0,0.0,0,0,0,0,1,0,0,0,0
1129,truetnl,0,Rakan,25,37,64,9,11,38,3,6,5,8125,5850,3416,2304,15924,33,6,64,0,1682,93,176,0.0,0.0,0,0,0,0,0,0,0,0,1
1130,FilthyOldCrone,1,Katarina,80,27,0,10,13,145,6,1,1,11399,15421,0,3306,14909,0,0,0,0,1301,21,41,0.0,0.0,0,0,0,0,0,0,0,1,0
1131,XxChickenManxX,1,Diana,96,56,62,4,14,60,5,2,4,12874,6218,0,5728,12590,5,1,17,0,1301,265,46,0.0,0.0,0,0,0,0,0,1,0,0,0
1132,minaia,1,Irelia,130,21,44,5,12,125,10,2,3,9230,14596,0,2568,16303,7,3,18,0,1301,80,77,0.0,0.0,0,0,0,0,0,0,1,0,0
1133,Vickers,1,Ezreal,137,26,20,4,11,106,2,6,10,8401,10455,0,904,10770,3,0,3,0,1301,0,136,0.0,0.0,0,0,0,0,1,0,0,0,0
1134,Ausfreak,1,Blitzcrank,12,22,15,6,11,26,4,2,8,7790,5017,0,663,10542,9,3,26,0,1301,65,30,0.0,0.0,0,0,0,0,0,0,0,0,1
1135,Kayoticka,0,Shen,89,19,16,4,12,108,1,6,5,9645,5730,745,174,14345,7,2,20,0,1301,167,101,0.0,0.0,0,0,0,0,0,0,0,1,0
1136,Aksat,0,Kayn,79,50,20,10,11,10,3,6,5,8255,9983,0,8289,23661,5,1,9,0,1301,177,162,0.0,0.0,0,0,0,0,0,1,0,0,0
1137,Ghosztly nz,0,Vladimir,137,8,60,5,13,155,3,4,4,10722,13198,0,11784,14703,7,0,14,0,1301,59,106,0.0,0.0,0,0,0,0,0,0,1,0,0
1138,Chuck Nourished,0,Jhin,41,22,29,8,11,134,6,5,3,7684,9509,0,1290,11182,5,1,8,0,1301,89,91,0.0,0.0,0,0,0,0,1,0,0,0,0
1139,OPossum,0,Braum,27,9,14,4,9,26,0,6,4,5596,3044,835,142,10527,8,2,17,0,1301,55,136,0.0,0.0,0,0,0,0,0,0,0,0,1
1140,Cuckoo Up,0,LeeSin,228,180,142,12,16,29,10,8,8,16380,25863,1277,7145,31587,17,4,41,0,2284,402,307,0.0,0.0,0,0,0,0,0,1,0,0,0
1141,Forest Gump,0,Darius,89,104,18,13,18,263,11,9,1,18630,33562,0,6885,37413,14,2,27,0,2284,152,296,0.0,0.0,0,0,0,0,0,0,0,1,0
1142,Social Isolation,0,Katarina,86,54,0,10,16,198,8,6,6,15402,24303,0,1922,18312,4,2,12,0,2284,30,204,0.0,0.0,0,0,0,0,0,0,1,0,0
1143,Blankjb,0,Zeri,541,28,21,7,16,188,5,7,15,14855,19641,0,1737,19435,13,5,29,0,2284,95,253,0.0,0.0,0,0,0,0,1,0,0,0,0
1144,Rickdawwwg,0,Blitzcrank,25,30,27,12,14,54,2,6,15,12341,10497,0,0,20049,24,7,63,0,2284,288,189,0.0,0.0,0,0,0,0,0,0,0,0,1
1145,Kill one by one,1,Chogath,80,81,68,18,18,243,10,4,14,20084,21693,0,6206,25727,16,4,41,0,2284,1565,153,0.0,0.0,0,0,0,0,0,0,0,1,0
1146,Schouts,1,Warwick,115,13,59,12,17,67,10,6,11,17343,18761,0,18109,38281,12,2,24,0,2284,373,233,0.0,0.0,0,0,0,0,0,1,0,0,0
1147,Helpful Links,1,Aatrox,234,36,69,9,18,200,12,9,11,21265,29800,0,16475,46181,10,4,20,0,2284,538,278,0.0,0.0,0,0,0,0,0,0,1,0,0
1148,Vickers,1,Jinx,115,49,19,4,17,221,2,11,11,16967,15615,0,1434,23061,10,4,33,0,2284,71,298,0.0,0.0,0,0,0,0,1,0,0,0,0
1149,Ausfreak,1,Nami,26,53,77,9,15,17,2,6,19,14223,10989,2412,9130,14072,27,7,64,0,2284,145,163,0.0,0.0,0,0,0,0,0,0,0,0,1
1150,Meepe,0,TahmKench,109,27,20,22,17,150,8,10,9,17792,18536,820,15754,57816,10,0,18,0,2465,1029,336,0.0,0.0,0,0,0,0,0,0,0,1,0
1151,MyLilWarMachine,0,JarvanIV,89,42,79,13,16,33,5,10,15,15795,11658,0,12826,47773,6,2,15,0,2465,465,403,0.0,0.0,0,0,0,0,0,1,0,0,0
1152,BodomBoi,0,Akali,160,35,81,29,17,191,6,6,9,18129,27900,0,5921,42084,14,5,29,0,2465,97,193,0.0,0.0,0,0,0,0,0,0,1,0,0
1153,JonTimesTwo,0,MissFortune,83,42,48,10,16,241,6,10,7,15330,27432,0,3143,31605,7,2,11,0,2465,245,419,0.0,0.0,0,0,0,0,1,0,0,0,0
1154,Giver Of BooBoos,0,Lux,54,59,128,17,15,51,5,11,11,13951,22982,3691,1310,22687,21,4,54,0,2465,238,362,0.0,0.0,0,0,0,0,0,0,0,0,1
1155,Ausfreak,1,Teemo,49,59,0,78,18,195,6,9,13,20283,41350,0,1956,24875,9,3,26,0,2465,409,347,0.0,0.0,0,0,0,0,0,0,0,1,0
1156,Frommoh,1,Viego,200,111,79,27,18,25,18,8,13,21974,40402,0,29155,59384,7,0,28,0,2465,292,312,0.0,0.0,0,0,0,0,0,1,0,0,0
1157,Munkay,1,Yone,388,98,66,18,18,240,13,5,12,25747,55747,0,5385,33758,15,1,27,0,2465,161,195,0.0,0.0,0,0,0,0,0,0,1,0,0
1158,Bucukaqi,1,Caitlyn,95,51,35,13,18,227,10,8,15,23051,42801,0,6347,31146,11,1,24,0,2465,192,321,0.0,0.0,0,0,0,0,1,0,0,0,0
1159,Chanel,1,Soraka,2,0,0,0,4,2,0,0,0,1632,77,0,46,67,0,0,0,0,2465,9,0,0.0,0.0,0,0,0,0,0,1,0,0,0
1160,Justoo,1,Gangplank,214,17,104,6,17,231,8,5,7,16769,20255,0,2623,17944,6,1,11,0,1755,277,193,0.0,0.0,0,0,0,0,0,0,0,1,0
1161,EvelynnTheAgonys,1,Elise,150,149,78,140,14,17,5,3,14,12303,16990,0,10991,21525,3,4,31,0,1755,178,94,0.0,0.0,0,0,0,0,0,1,0,0,0
1162,Borrowed Tíme,1,Viktor,82,22,118,77,16,191,7,3,12,16469,31601,0,1900,13655,17,2,26,0,1755,267,97,0.0,0.0,0,0,0,0,0,0,1,0,0
1163,Best Zed Oceanic,1,Ashe,17,82,17,10,15,121,13,8,18,13858,19693,0,3813,21232,9,3,25,0,1755,504,184,0.0,0.0,0,0,0,0,1,0,0,0,0
1164,Snoozemeister,1,Pyke,48,54,41,17,13,31,16,9,9,10954,16487,0,4140,19277,27,4,44,0,1755,90,220,0.0,0.0,0,0,0,0,0,0,0,0,1
1165,n word boy,0,Gwen,36,19,63,16,14,125,2,9,2,11449,7250,0,1692,26125,7,1,12,0,1755,61,259,0.0,0.0,0,0,0,0,0,0,0,1,0
1166,bachu,0,Ekko,93,32,72,8,14,31,7,9,9,11795,16888,0,12704,33961,5,8,25,0,1755,313,245,0.0,0.0,0,0,0,0,0,1,0,0,0
1167,Bucukaqi,0,Tristana,34,36,40,4,15,177,12,8,5,13490,26844,0,3973,23805,8,8,18,0,1755,65,216,0.0,0.0,0,0,0,0,1,0,0,0,0
1168,Frommoh,0,Corki,71,22,43,99,13,137,5,12,7,10824,16928,0,3359,23572,6,3,15,0,1755,270,408,0.0,0.0,0,0,0,0,0,0,1,0,0
1169,Ausfreak,0,Thresh,27,25,14,4,12,21,1,11,13,9430,4123,871,762,18505,12,3,27,0,1755,54,272,0.0,0.0,0,0,0,0,0,0,0,0,1
1170,Bye The Light,1,Kindred,168,42,22,3,16,33,14,5,6,14730,25423,0,12721,23054,5,5,27,0,1595,250,161,0.0,0.0,0,0,0,0,0,1,0,0,0
1171,AngryCad,1,Tryndamere,27,22,81,6,14,124,3,3,8,11837,9325,0,6737,22975,6,3,22,0,1595,65,117,0.0,0.0,0,0,0,0,0,0,0,1,0
1172,Zoc,1,Vladimir,175,5,54,6,14,116,4,5,6,12053,11402,0,9794,16922,10,0,19,0,1595,57,109,0.0,0.0,0,0,0,0,0,0,1,0,0
1173,Statick,1,Jinx,117,38,11,8,16,163,18,3,6,15416,24354,0,2039,16048,9,1,18,0,1595,71,87,0.0,0.0,0,0,0,0,1,0,0,0,0
1174,tarrookmuktau,1,Lux,45,26,124,11,13,38,6,8,16,11001,15499,1454,351,11932,20,4,57,0,1595,180,222,0.0,0.0,0,0,0,0,0,0,0,0,1
1175,ZhunBeiDongShou,0,Malphite,62,56,50,7,16,153,3,4,5,14801,14890,0,1589,16429,8,2,13,0,1595,947,97,0.0,0.0,0,0,0,0,0,0,0,1,0
1176,Ausfreak,0,Rammus,62,44,18,6,13,33,2,6,7,10849,4865,0,4513,21036,6,3,12,0,1595,258,110,0.0,0.0,0,0,0,0,0,1,0,0,0
1177,1mnoone,0,Akshan,63,15,84,4,14,131,9,8,3,11914,17218,0,1052,23846,7,2,11,0,1595,0,229,0.0,0.0,0,0,0,0,0,0,1,0,0
1178,Frommoh,0,Sivir,80,53,14,7,13,162,2,12,7,10769,9478,0,1479,18521,6,0,8,0,1595,13,291,0.0,0.0,0,0,0,0,1,0,0,0,0
1179,Bucukaqi,0,Brand,40,58,37,6,13,56,8,16,6,11007,18871,0,1093,24549,24,3,53,0,1595,19,343,0.0,0.0,0,0,0,0,0,0,0,0,1
1180,Ausfreak,1,Trundle,46,17,12,4,10,96,1,1,0,6960,2886,0,3129,8177,5,0,5,0,959,231,32,0.0,0.0,0,0,0,0,0,0,0,1,0
1181,Frommoh,1,Poppy,56,10,28,2,9,8,5,3,4,5543,5443,0,2690,9927,3,2,18,0,959,381,78,0.0,0.0,0,0,0,0,0,1,0,0,0
1182,Bucukaqi,1,Malzahar,49,50,52,4,11,121,3,2,6,8128,7059,0,0,6087,5,1,7,0,959,180,46,0.0,0.0,0,0,0,0,0,0,1,0,0
1183,TheCodBreakDown,1,Syndra,74,58,27,1,10,116,2,1,6,6277,6879,0,0,3023,6,1,10,0,959,196,21,0.0,0.0,0,0,0,0,1,0,0,0,0
1184,suunnaayyy,1,Pyke,31,16,11,6,8,22,2,3,4,4931,3829,0,890,5495,15,4,27,0,959,37,28,0.0,0.0,0,0,0,0,0,0,0,0,1
1185,Cranium Diff,0,Jayce,41,28,32,45,11,111,2,1,0,8408,8005,0,340,6365,6,4,16,0,959,102,21,0.0,0.0,0,0,0,0,0,0,0,1,0
1186,AngryCad,0,Viego,58,33,29,4,9,16,2,3,0,5099,2438,0,3118,9745,4,2,13,0,959,88,41,0.0,0.0,0,0,0,0,0,1,0,0,0
1187,Zoc,0,Annie,106,13,19,4,10,80,2,4,3,6851,3257,0,266,6918,6,1,11,0,959,67,73,0.0,0.0,0,0,0,0,0,0,1,0,0
1188,Loli Juice,0,Kaisa,31,19,33,1,9,100,2,2,0,5417,3503,0,574,5049,4,3,9,0,959,0,42,0.0,0.0,0,0,0,0,1,0,0,0,0
1189,Vegan Btw,0,Karma,36,17,29,19,8,2,2,3,4,4138,6553,885,32,6136,11,2,22,0,959,67,18,0.0,0.0,0,0,0,0,0,0,0,0,1
1190,waibrainyninja,1,DrMundo,160,46,104,10,16,200,5,5,12,16194,25421,0,11118,42862,10,5,23,0,1977,280,208,0.0,0.0,0,0,0,0,0,0,0,1,0
1191,Frommoh,1,Sion,109,73,55,13,16,67,12,11,22,15502,27329,0,5344,58322,4,2,15,0,1977,1039,426,0.0,0.0,0,0,0,0,0,1,0,0,0
1192,Scanman,1,Zoe,283,42,54,44,17,137,9,3,22,17085,38220,0,2458,21743,9,1,21,0,1977,210,90,0.0,0.0,0,0,0,0,0,0,1,0,0
1193,Bucukaqi,1,Jhin,89,46,28,43,16,134,22,8,12,14831,38488,0,2918,26834,9,1,26,0,1977,170,299,0.0,0.0,0,0,0,0,1,0,0,0,0
1194,Ausfreak,1,Zyra,34,50,40,7,13,21,1,13,17,11178,13896,0,370,20079,12,9,51,0,1977,113,379,0.0,0.0,0,0,0,0,0,0,0,0,1
1195,Cheezzzypanda,0,Aatrox,191,32,82,13,16,179,2,9,12,15079,19152,0,11034,44066,11,2,34,0,1977,262,316,0.0,0.0,0,0,0,0,0,0,0,1,0
1196,Henry,0,Kayn,124,70,56,22,14,32,8,15,9,12442,24831,0,8284,39230,6,0,22,0,1977,198,550,0.0,0.0,0,0,0,0,0,1,0,0,0
1197,WackMFDoom,0,Yone,274,49,56,12,15,154,15,9,11,14496,45522,0,4680,37287,9,3,17,0,1977,148,396,0.0,0.0,0,0,0,0,0,0,1,0,0
1198,ridham12345,0,Zeri,626,67,47,8,15,155,7,8,11,13372,32620,0,1304,19197,15,1,30,0,1977,207,236,0.0,0.0,0,0,0,0,1,0,0,0,0
1199,Spudmann,0,Sona,84,153,140,13,15,15,6,8,27,13637,21133,9960,21317,25447,23,5,47,0,1977,56,203,0.0,0.0,0,0,0,0,0,0,0,0,1
1200,spudwrecker,1,Akali,154,21,84,19,17,204,8,6,5,16748,23823,0,1646,29375,8,1,28,0,1930,82,244,0.0,0.0,0,0,0,0,0,0,0,1,0
1201,Ausfreak,1,LeeSin,175,129,105,4,16,48,4,7,16,15593,10122,1835,7383,33047,9,2,19,0,1930,310,184,0.0,0.0,0,0,0,0,0,1,0,0,0
1202,Bucukaqi,1,Vex,142,50,66,49,17,181,16,6,20,18218,50028,0,4286,26872,5,2,20,0,1930,694,170,0.0,0.0,0,0,0,0,0,0,1,0,0
1203,RebellioO,1,Senna,90,54,23,8,17,164,8,6,22,17387,29970,1319,15177,20055,9,2,18,0,1930,428,139,0.0,0.0,0,0,0,0,1,0,0,0,0
1204,Frommoh,1,Pyke,59,45,39,22,15,56,13,12,11,13584,15392,0,5888,28358,29,14,59,0,1930,145,360,0.0,0.0,0,0,0,0,0,0,0,0,1
1205,PeachyJam,0,Volibear,54,76,38,9,15,156,6,12,4,14686,18642,0,7591,40076,10,0,16,0,1930,204,355,0.0,0.0,0,0,0,0,0,0,0,1,0
1206,McSav,0,Amumu,70,94,150,9,14,18,2,11,7,12207,13544,0,6668,37098,5,4,20,0,1930,194,423,0.0,0.0,0,0,0,0,0,1,0,0,0
1207,Petr1chor,0,Galio,78,15,23,6,14,135,1,9,12,12512,14008,2038,1801,26519,10,2,24,0,1930,97,334,0.0,0.0,0,0,0,0,0,0,1,0,0
1208,Marin Fanboy,0,Twitch,39,54,49,19,16,214,24,8,4,15387,51747,0,3619,29747,9,0,19,0,1930,464,345,0.0,0.0,0,0,0,0,1,0,0,0,0
1209,MeatyTimes,0,Nami,41,56,76,11,13,11,4,9,17,11168,10935,0,10749,22900,37,9,75,0,1930,249,279,0.0,0.0,0,0,0,0,0,0,0,0,1
1210,MAFIA Jankoko,0,Pantheon,112,30,17,8,15,170,4,12,4,14697,21379,0,1862,36677,1,0,2,0,2038,37,429,0.0,0.0,0,0,0,0,0,0,0,1,0
1211,Dripik,0,Amumu,71,121,137,7,16,46,7,10,16,15065,25602,0,7102,40683,4,2,18,0,2038,216,349,0.0,0.0,0,0,0,0,0,1,0,0,0
1212,Ranger,0,Viktor,112,36,123,62,18,225,24,12,5,22172,63067,0,0,29772,13,4,34,0,2038,612,418,0.0,0.0,0,0,0,0,0,0,1,0,0
1213,Donartius,0,Xayah,70,29,33,8,14,127,6,13,11,12901,15288,0,3298,23218,16,5,27,0,2038,8,326,0.0,0.0,0,0,0,0,1,0,0,0,0
1214,Ja1n,0,Rakan,30,41,43,15,14,34,5,12,17,12213,8199,5021,4897,27685,32,6,58,0,2038,167,338,0.0,0.0,0,0,0,0,0,0,0,0,1
1215,Ausfreak,1,Darius,73,82,23,8,18,140,8,6,13,18768,22811,0,12979,42417,10,4,17,0,2038,210,167,0.0,0.0,0,0,0,0,0,0,0,1,0
1216,Bucukaqi,1,Caitlyn,80,54,44,7,18,184,23,9,20,21679,51113,0,6035,31712,8,3,27,0,2038,255,314,0.0,0.0,0,0,0,0,1,0,0,0,0
1217,SUDS,1,TwistedFate,10,196,0,13,17,92,7,11,15,16729,17235,0,1539,26031,12,8,27,0,2038,283,370,0.0,0.0,0,0,0,0,0,0,1,0,0
1218,Frommoh,1,Diana,103,57,66,14,18,47,13,12,16,18473,33745,0,10628,37707,5,4,29,0,2038,202,432,0.0,0.0,0,0,0,0,0,1,0,0,0
1219,HollowedMist,1,Lux,42,50,134,6,15,28,8,8,21,13159,11458,6033,1568,20928,22,6,57,0,2038,187,253,0.0,0.0,0,0,0,0,0,0,0,0,1
1220,nkmz,0,TahmKench,123,28,14,13,17,168,9,4,9,17231,18874,0,16320,49274,10,0,17,0,2085,251,111,0.0,0.0,0,0,0,0,0,0,0,1,0
1221,BeefChimichanga,0,RekSai,199,181,113,18,16,18,13,10,10,16428,20490,0,14099,43715,6,2,32,0,2085,287,359,0.0,0.0,0,0,0,0,0,1,0,0,0
1222,MrDieAlot,0,Ahri,100,88,52,34,16,175,4,6,8,16242,24187,0,4911,25116,14,0,41,0,2085,71,236,0.0,0.0,0,0,0,0,0,0,1,0,0
1223,Frommoh,0,Lucian,73,50,39,13,16,195,16,12,9,15224,35499,0,1776,32203,14,3,47,0,2085,80,432,0.0,0.0,0,0,0,0,1,0,0,0,0
1224,Ausfreak,0,Nami,31,60,101,12,15,11,2,6,28,14655,11944,3010,12912,19907,14,5,53,0,2085,241,261,0.0,0.0,0,0,0,0,0,0,0,0,1
1225,Educlapp,1,Singed,142,28,55,11,18,249,6,11,6,18485,27171,0,3303,38009,6,0,10,0,2085,219,310,0.0,0.0,0,0,0,0,0,0,0,1,0
1226,Cashew Chicken,1,Vi,83,0,110,9,16,40,8,9,16,16379,19329,0,10053,37958,1,5,11,0,2085,194,302,0.0,0.0,0,0,0,0,0,1,0,0,0
1227,YouCantMilkThose,1,Senna,92,42,21,10,18,181,14,2,15,19162,43056,2326,10630,22177,8,0,12,0,2085,549,88,0.0,0.0,0,0,0,0,0,0,1,0,0
1228,Sir Dan Andrews,1,Zeri,663,37,41,12,16,152,5,10,14,15656,18300,0,2132,22760,11,3,24,0,2085,198,333,0.0,0.0,0,0,0,0,1,0,0,0,0
1229,LagosaurusRex,1,Xerath,113,46,30,33,15,62,5,12,16,13833,27322,0,739,21724,19,3,47,0,2085,170,338,0.0,0.0,0,0,0,0,0,0,0,0,1
1230,likerhino,0,Warwick,43,12,27,6,12,133,3,7,2,9765,10096,0,7381,23106,6,0,10,0,1378,122,184,0.0,0.0,0,0,0,0,0,0,0,1,0
1231,Frommoh,0,Talon,48,94,37,11,11,28,3,8,4,7939,12375,0,4462,19803,1,3,15,0,1378,180,235,0.0,0.0,0,0,0,0,0,1,0,0,0
1232,Mochä,0,Yone,179,57,19,5,13,148,4,11,1,11235,13899,0,230,18738,8,0,14,0,1378,110,275,0.0,0.0,0,0,0,0,0,0,1,0,0
1233,RFR Elzoom,0,Ashe,26,42,6,7,11,120,3,6,4,8240,8034,0,715,13647,7,0,12,0,1378,534,150,0.0,0.0,0,0,0,0,1,0,0,0,0
1234,Ausfreak,0,Nami,17,41,40,5,10,11,1,7,5,6582,4840,725,4305,12051,12,3,27,0,1378,82,179,0.0,0.0,0,0,0,0,0,0,0,0,1
1235,Ysisiis,1,Urgot,35,71,20,10,14,155,7,2,5,12388,11023,0,1361,12943,7,0,10,0,1378,155,62,0.0,0.0,0,0,0,0,0,0,0,1,0
1236,ZigZaag,1,Hecarim,222,36,48,7,14,22,9,4,12,12757,15520,0,15464,29339,7,2,22,0,1378,187,92,0.0,0.0,0,0,0,0,0,1,0,0,0
1237,Rocky1270,1,Diana,58,20,29,9,13,105,11,4,11,11414,19028,0,2094,19334,9,1,23,0,1378,61,121,0.0,0.0,0,0,0,0,0,0,1,0,0
1238,TóngTong,1,Caitlyn,28,16,17,4,13,140,10,2,7,10295,15369,0,2238,8593,3,3,6,0,1378,38,47,0.0,0.0,0,0,0,0,1,0,0,0,0
1239,xYamaKinGx,1,Lux,28,13,64,5,12,18,2,2,16,8703,9734,1137,267,7392,15,1,29,0,1378,135,54,0.0,0.0,0,0,0,0,0,0,0,0,1
1240,Risiona,1,Quinn,81,38,45,37,18,182,14,12,9,25161,55404,0,4954,38991,15,2,50,0,2309,258,524,0.0,0.0,0,0,0,0,0,0,0,1,0
1241,Arte,1,Elise,145,138,87,155,18,51,9,12,15,19469,25949,0,12265,44212,14,4,50,0,2309,102,420,0.0,0.0,0,0,0,0,0,1,0,0,0
1242,GsliceMcswag,1,Veigar,202,141,41,13,18,190,7,11,9,18746,17958,0,2569,28472,19,2,35,0,2309,89,398,0.0,0.0,0,0,0,0,0,0,1,0,0
1243,kirby uwu,1,MissFortune,100,54,88,14,18,195,10,5,13,19084,17409,0,3504,26319,13,0,21,0,2309,360,189,0.0,0.0,0,0,0,0,1,0,0,0,0
1244,Sam Collier,1,Lux,68,39,202,24,17,67,11,7,16,17128,27942,2659,336,18716,39,5,73,0,2309,244,274,0.0,0.0,0,0,0,0,0,0,0,0,1
1245,MegaByte1024,0,Tryndamere,48,26,135,12,17,192,4,13,4,16910,16221,0,11163,50778,12,3,26,0,2309,30,504,0.0,0.0,0,0,0,0,0,0,0,1,0
1246,Kakarrot,0,Nidalee,252,263,122,259,17,41,5,12,13,17990,16005,0,14550,44496,4,2,29,0,2309,119,452,0.0,0.0,0,0,0,0,0,1,0,0,0
1247,Hingleton,0,Yone,374,80,64,15,18,284,30,10,3,27633,57865,0,3489,42718,4,1,12,0,2309,357,381,0.0,0.0,0,0,0,0,0,0,1,0,0
1248,Somerset,0,Ziggs,208,27,23,15,16,212,6,7,4,16120,31046,0,653,20076,8,1,16,0,2309,121,252,0.0,0.0,0,0,0,0,1,0,0,0,0
1249,Ausfreak,0,Nami,26,69,83,7,16,10,2,9,14,15441,7287,1677,12183,21373,20,9,50,0,2309,146,211,0.0,0.0,0,0,0,0,0,0,0,0,1
1250,Frontlyne,0,Garen,113,32,75,15,18,235,16,9,7,22565,41610,0,6071,50925,13,0,18,0,2439,137,357,0.0,0.0,0,0,0,0,0,0,0,1,0
1251,Infinity7,0,Sejuani,54,100,60,15,18,60,0,12,20,18825,13685,0,7319,41519,9,2,20,0,2439,294,358,0.0,0.0,0,0,0,0,0,1,0,0,0
1252,Sambooty,0,Viktor,177,52,159,25,18,256,11,6,11,22574,48631,0,3323,24616,6,0,10,0,2439,551,160,0.0,0.0,0,0,0,0,0,0,1,0,0
1253,danman538,0,Zeri,656,77,54,10,16,181,6,14,11,16169,30589,0,3276,34366,16,1,26,0,2439,115,464,0.0,0.0,0,0,0,0,1,0,0,0,0
1254,big mac sauce,0,Morgana,85,72,52,11,16,24,2,12,13,16039,17317,1412,2961,25810,25,5,51,0,2439,123,407,0.0,0.0,0,0,0,0,0,0,0,0,1
1255,Mordekisser,1,Mordekaiser,176,42,83,18,18,227,13,10,7,22634,41496,0,10640,50285,7,2,35,0,2439,54,504,0.0,0.0,0,0,0,0,0,0,0,1,0
1256,Girthy McGee,1,Vi,156,0,157,17,18,39,13,8,13,21216,31184,0,21022,49002,2,3,18,0,2439,351,343,0.0,0.0,0,0,0,0,0,1,0,0,0
1257,fizzzzer,1,Fizz,83,137,166,19,18,212,9,7,10,21386,26190,0,5524,33241,6,7,28,0,2439,222,306,0.0,0.0,0,0,0,0,0,0,1,0,0
1258,Somerset,1,Vayne,120,0,14,12,18,232,17,6,9,22640,43709,0,6911,31027,11,4,28,0,2439,110,238,0.0,0.0,0,0,0,0,1,0,0,0,0
1259,Ausfreak,1,Blitzcrank,32,53,42,15,18,32,1,4,24,18363,12815,0,5837,29582,20,6,66,0,2439,410,171,0.0,0.0,0,0,0,0,0,0,0,0,1
