,SummonerName,WinLoss,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken,BOTTOM,JUNGLE,MIDDLE,TOP,UTILITY
1625,Yamabushi,0,Gangplank,216,21,130,10,16,220,2,6,11,15889,25454,0,4487,20776,9,0,13,0,1855,366,191,0.0,0.0,0,0,0,0,0,0,0,1,0
1626,Kelpy G,0,Warwick,81,13,70,14,14,15,17,13,7,12426,30005,0,19865,55598,8,1,16,0,1855,357,407,0.0,0.0,0,0,0,0,0,1,0,0,0
1627,s7aryan,0,Zoe,192,16,42,19,14,92,8,14,12,13008,24546,0,2036,28405,11,2,19,0,1855,108,452,0.0,0.0,0,0,0,0,0,0,1,0,0
1628,Ausfreak,0,Ezreal,222,25,25,9,14,182,4,6,5,12854,14669,0,120,17558,5,2,7,0,1855,47,160,0.0,0.0,0,0,0,0,1,0,0,0,0
1629,Von Goethe,0,Blitzcrank,37,47,37,11,14,24,2,9,12,11619,11098,742,2316,29241,21,7,53,0,1855,153,239,0.0,0.0,0,0,0,0,0,0,0,0,1
1630,Yamabushi,0,Gangplank,186,20,131,13,15,206,3,7,9,14241,20135,0,3781,20600,10,1,23,0,1982,279,291,0.0,0.0,0,0,0,0,0,0,0,1,0
1631,Idoggs,0,Warwick,102,7,48,9,14,34,5,10,6,11493,10893,0,15827,38220,6,3,19,0,1982,234,254,0.0,0.0,0,0,0,0,0,1,0,0,0
1632,AIRZ3RO,0,Sylas,79,68,108,18,14,107,11,9,4,12261,22104,0,4884,36430,8,0,12,0,1982,231,271,0.0,0.0,0,0,0,0,0,0,1,0,0
1633,Ausfreak,0,MissFortune,74,69,20,4,14,179,5,5,11,11521,14304,0,1678,18047,6,5,18,0,1982,71,198,0.0,0.0,0,0,0,0,1,0,0,0,0
1634,MisterUnlucky,0,Morgana,63,69,37,7,13,13,4,7,16,11122,18270,1350,2223,17171,36,5,68,0,1982,128,243,0.0,0.0,0,0,0,0,0,0,0,0,1
1635,DontSmurf,1,Akshan,62,17,109,14,16,156,19,4,7,16194,33571,0,2167,17332,13,3,33,0,1982,56,155,0.0,0.0,0,0,0,0,0,0,0,1,0
1636,Vegimite187,1,Vi,70,0,117,9,16,64,3,5,13,15237,11133,0,8391,25117,13,1,27,0,1982,200,113,0.0,0.0,0,0,0,0,0,1,0,0,0
1637,LittleLeague,1,Syndra,204,223,54,9,16,160,12,7,3,15402,24380,0,5068,21909,10,1,20,0,1982,325,189,0.0,0.0,0,0,0,0,0,0,1,0,0
1638,Purrrito,1,Jinx,171,69,23,9,16,211,3,6,19,14975,22302,0,2999,18315,10,3,38,0,1982,106,121,0.0,0.0,0,0,0,0,1,0,0,0,0
1639,Galiö,1,Sett,34,20,24,6,14,39,1,6,12,12177,14764,0,4325,26625,25,6,65,0,1982,71,143,0.0,0.0,0,0,0,0,0,0,0,0,1
1640,Mors Educis,0,Yorick,162,19,46,6,16,173,5,7,9,15204,20660,0,2799,28507,7,0,17,0,2045,153,249,0.0,0.0,0,0,0,0,0,0,0,1,0
1641,Buttermeup,0,Hecarim,276,65,56,11,15,35,5,9,11,13261,14741,0,18254,49475,2,2,14,0,2045,231,292,0.0,0.0,0,0,0,0,0,1,0,0,0
1642,Yoneh,0,Qiyana,111,119,32,11,15,159,10,9,6,14293,21062,0,1261,25269,3,4,22,0,2045,64,271,0.0,0.0,0,0,0,0,0,0,1,0,0
1643,Ausfreak,0,MissFortune,72,72,23,7,14,149,6,9,7,12094,16987,0,1044,18451,7,2,20,0,2045,59,287,0.0,0.0,0,0,0,0,1,0,0,0,0
1644,wadeyyy,0,Xerath,88,60,38,39,14,66,3,6,12,11919,18432,0,338,14849,34,9,79,0,2045,197,170,0.0,0.0,0,0,0,0,0,0,0,0,1
1645,Barnyard Splash,1,Shen,146,27,49,11,17,177,7,4,17,18355,17764,4780,1707,24866,8,2,15,0,2045,1226,149,0.0,0.0,0,0,0,0,0,0,0,1,0
1646,KillingTheJoke,1,MasterYi,70,4,38,15,17,64,19,9,4,17502,36342,0,9021,36207,12,2,21,0,2045,80,260,0.0,0.0,0,0,0,0,0,1,0,0,0
1647,Elijah Le good,1,Zed,94,99,116,24,16,129,10,6,9,15460,29695,0,3164,24207,12,0,19,0,2045,154,248,0.0,0.0,0,0,0,0,0,0,1,0,0
1648,DaxNotGood,1,Xayah,56,42,36,10,17,190,1,7,16,16712,12968,0,3507,15742,8,0,13,0,2045,19,191,0.0,0.0,0,0,0,0,1,0,0,0,0
1649,silkworm25,1,Leona,52,47,32,10,15,40,3,3,19,13984,8719,19,1924,18519,34,8,73,0,2045,106,107,0.0,0.0,0,0,0,0,0,0,0,0,1
1650,Only2Frangus,1,Skarner,76,53,66,9,14,103,6,2,16,11827,13703,0,1236,16555,5,0,18,0,1503,433,81,0.0,0.0,0,0,0,0,0,0,0,1,0
1651,Phortexz,1,Kayn,112,67,41,14,15,32,9,1,7,13086,16532,0,13803,18443,2,5,22,0,1503,291,21,0.0,0.0,0,0,0,0,0,1,0,0,0
1652,Luckypass05,1,Taliyah,86,38,48,4,14,121,11,6,12,11496,22647,0,208,12237,8,3,16,0,1503,441,148,0.0,0.0,0,0,0,0,0,0,1,0,0
1653,Ausfreak,1,MissFortune,54,43,14,4,11,143,1,4,7,8578,7003,0,868,11016,3,1,7,0,1503,45,113,0.0,0.0,0,0,0,0,1,0,0,0,0
1654,vFzCJared,1,Pyke,54,38,33,12,13,31,11,3,11,10142,13720,0,2239,11571,24,6,47,0,1503,96,83,0.0,0.0,0,0,0,0,0,0,0,0,1
1655,My jg never gank,0,Mordekaiser,75,37,29,9,11,103,2,10,4,8321,12381,0,3244,26869,6,0,6,0,1503,133,259,0.0,0.0,0,0,0,0,0,0,0,1,0
1656,ReneezJlGo,0,Rengar,116,55,56,9,13,24,7,7,2,10596,8654,0,7545,22306,7,0,10,0,1503,126,207,0.0,0.0,0,0,0,0,0,1,0,0,0
1657,Shafted boi,0,Ahri,71,64,22,22,13,135,3,7,4,10177,13175,0,1248,15739,6,1,12,0,1503,57,186,0.0,0.0,0,0,0,0,0,0,1,0,0
1658,About 10 Orphans,0,Jhin,52,17,24,24,11,141,3,6,3,8459,11808,0,2783,13547,10,2,12,0,1503,54,157,0.0,0.0,0,0,0,0,1,0,0,0,0
1659,mariahcarrymepls,0,Leona,30,30,17,8,10,33,0,8,5,7002,4901,0,284,16702,16,5,34,0,1503,170,194,0.0,0.0,0,0,0,0,0,0,0,0,1
1660,Buckles,1,TahmKench,91,15,14,14,14,106,7,2,7,12226,11376,0,8535,19414,8,0,16,0,1441,483,27,0.0,0.0,0,0,0,0,0,0,0,1,0
1661,The 87 Niinjas,1,Warwick,96,7,34,7,14,0,7,4,5,11701,11189,0,15588,26099,6,0,13,0,1441,214,92,0.0,0.0,0,0,0,0,0,1,0,0,0
1662,silver squirter,1,Vex,91,27,45,22,15,143,10,1,9,14179,17597,0,1610,8295,11,1,21,0,1441,520,35,0.0,0.0,0,0,0,0,0,0,1,0,0
1663,Zero4Ever,1,Ezreal,269,53,25,12,14,163,5,3,12,11529,20022,0,2310,13490,7,1,11,0,1441,1,87,0.0,0.0,0,0,0,0,1,0,0,0,0
1664,tiggerific,1,Brand,38,75,31,8,11,29,6,5,3,8366,13828,0,653,9519,24,0,45,0,1441,27,145,0.0,0.0,0,0,0,0,0,0,0,0,1
1665,SilentZWraith,0,Darius,50,71,10,1,12,141,3,8,1,9316,9791,0,1227,18595,6,0,9,0,1441,153,246,0.0,0.0,0,0,0,0,0,0,0,1,0
1666,Spengar,0,Qiyana,120,112,20,7,12,24,4,10,4,8964,12279,0,5118,25024,2,5,18,0,1441,108,265,0.0,0.0,0,0,0,0,0,1,0,0,0
1667,yoruni,0,Vladimir,226,6,57,4,13,156,5,6,1,11066,10343,0,11102,19384,4,1,8,0,1441,41,200,0.0,0.0,0,0,0,0,0,0,1,0,0
1668,Vickers,0,Jinx,53,32,10,4,11,136,3,6,2,8128,8921,0,800,18391,7,1,12,0,1441,41,174,0.0,0.0,0,0,0,0,1,0,0,0,0
1669,Ausfreak,0,Nami,10,50,36,4,9,0,0,5,6,6060,2814,0,5456,9665,6,0,9,0,1441,102,107,0.0,0.0,0,0,0,0,0,0,0,0,1
1670,Rank 0,1,TahmKench,123,33,10,20,15,165,12,3,6,14560,30878,0,11822,26171,8,2,24,0,1545,294,97,0.0,0.0,0,0,0,0,0,0,0,1,0
1671,4WD Wheelchair,1,Vi,85,0,73,6,13,16,5,5,4,10460,10814,0,4409,15259,8,0,23,0,1545,258,138,0.0,0.0,0,0,0,0,0,1,0,0,0
1672,Oman7381,1,Heimerdinger,76,70,51,9,14,135,3,4,8,11877,18233,0,1806,10785,7,0,11,0,1545,242,92,0.0,0.0,0,0,0,0,0,0,1,0,0
1673,Vickers,1,Ezreal,199,41,31,10,14,166,6,3,5,11452,16334,0,1714,13735,8,1,20,0,1545,67,106,0.0,0.0,0,0,0,0,1,0,0,0,0
1674,Ausfreak,1,Nami,20,35,49,6,12,2,1,2,11,9257,4165,0,3719,4795,9,2,24,0,1545,134,65,0.0,0.0,0,0,0,0,0,0,0,0,1
1675,oTrowl42o,0,Garen,51,19,37,0,11,57,0,11,2,8255,5769,0,292,24413,8,1,12,0,1545,56,238,0.0,0.0,0,0,0,0,0,0,0,1,0
1676,Qaelokae,0,Hecarim,183,46,35,9,13,36,12,2,3,11169,18815,0,15732,34592,7,1,13,0,1545,243,78,0.0,0.0,0,0,0,0,0,1,0,0,0
1677,Unllucky,0,Galio,60,15,22,5,14,127,2,8,10,11654,11629,1119,0,21801,5,1,9,0,1545,172,239,0.0,0.0,0,0,0,0,0,0,1,0,0
1678,Jamsta121,0,Kaisa,46,30,18,1,11,134,1,4,2,8250,5270,0,2259,11830,8,0,13,0,1545,0,51,0.0,0.0,0,0,0,0,1,0,0,0,0
1679,joklar,0,Morgana,35,24,13,0,11,10,2,2,2,8431,4592,526,209,6489,4,0,4,0,1545,50,37,0.0,0.0,0,0,0,0,0,0,0,0,1
1680,SuperJazza,1,Teemo,41,46,0,67,18,190,18,10,2,20538,46743,0,2318,33112,4,1,10,0,1965,464,311,0.0,0.0,0,0,0,0,0,0,0,1,0
1681,ZuluWarrior,1,JarvanIV,114,54,96,14,17,51,10,5,21,16984,25944,0,14565,39119,9,3,32,0,1965,439,156,0.0,0.0,0,0,0,0,0,1,0,0,0
1682,silver squirter,1,Sylas,73,84,173,27,17,142,14,7,12,16494,29237,0,9698,31453,8,1,16,0,1965,408,231,0.0,0.0,0,0,0,0,0,0,1,0,0
1683,BeatNny,1,Caitlyn,37,65,19,6,16,169,5,6,16,15420,22020,0,3041,19057,10,1,12,0,1965,140,244,0.0,0.0,0,0,0,0,1,0,0,0,0
1684,wydox,1,Thresh,43,20,18,11,12,37,1,8,15,9264,4430,663,1746,21469,24,4,50,0,1965,147,231,0.0,0.0,0,0,0,0,0,0,0,0,1
1685,irun d joint,0,Garen,78,27,47,5,16,175,8,10,4,14842,17445,0,1485,32426,7,0,11,0,1965,87,306,0.0,0.0,0,0,0,0,0,0,0,1,0
1686,Vickers,0,Volibear,68,84,56,9,13,24,2,13,16,10840,15994,0,9293,45703,4,5,30,0,1965,329,393,0.0,0.0,0,0,0,0,0,1,0,0,0
1687,Kono Neeko Da,0,Neeko,104,53,62,12,17,200,19,5,7,17172,47234,0,3172,23526,10,1,16,0,1965,201,116,0.0,0.0,0,0,0,0,0,0,1,0,0
1688,HTV 7,0,Ashe,25,57,15,12,14,168,3,13,12,12216,16237,0,1196,25706,12,3,35,0,1965,526,415,0.0,0.0,0,0,0,0,1,0,0,0,0
1689,Ausfreak,0,Nami,27,49,55,9,13,6,4,7,17,10571,12361,0,9085,17270,11,4,37,0,1965,166,206,0.0,0.0,0,0,0,0,0,0,0,0,1
1690,KT Clearlove7,0,Maokai,54,26,29,4,11,73,3,6,2,7734,8096,0,2905,18031,6,1,16,0,1167,290,128,0.0,0.0,0,0,0,0,0,0,0,1,0
1691,Vickers,0,XinZhao,43,52,0,8,10,20,1,5,2,6615,5074,0,8368,19766,5,3,14,0,1167,355,119,0.0,0.0,0,0,0,0,0,1,0,0,0
1692,Ausfreak,0,Brand,13,48,16,4,11,97,0,6,2,7490,5345,0,0,10982,5,0,5,0,1167,5,142,0.0,0.0,0,0,0,0,0,0,1,0,0
1693,däñkłÿ,0,Kaisa,56,23,17,3,10,138,6,8,1,6938,14075,0,1053,10572,4,2,9,0,1167,15,140,0.0,0.0,0,0,0,0,1,0,0,0,0
1694,Smoll Dragon,0,Nautilus,21,14,22,5,9,11,0,7,5,5317,4229,0,0,9801,10,1,18,0,1167,212,114,0.0,0.0,0,0,0,0,0,0,0,0,1
1695,porcelainthrone,1,Kled,68,0,50,4,12,118,2,3,10,9586,9940,0,2073,15275,8,1,16,0,1167,91,72,0.0,0.0,0,0,0,0,0,0,0,1,0
1696,NooGiN,1,Ekko,64,29,54,4,13,33,10,1,6,9986,9218,0,7372,14539,4,6,27,0,1167,347,35,0.0,0.0,0,0,0,0,0,1,0,0,0
1697,NinjaGonzo,1,Orianna,105,60,26,7,13,133,6,1,11,9991,13906,1236,612,4419,5,0,6,0,1167,176,37,0.0,0.0,0,0,0,0,0,0,1,0,0
1698,Moist Turnip,1,Jhin,62,22,25,13,12,140,8,2,10,8761,11819,0,1674,11123,5,1,8,0,1167,126,48,0.0,0.0,0,0,0,0,1,0,0,0,0
1699,tyrlidol,1,Lulu,22,29,35,5,10,2,6,3,10,6354,4038,1710,81,7348,12,1,21,0,1167,97,71,0.0,0.0,0,0,0,0,0,0,0,0,1
1700,xTheGrimCreeper,0,Jayce,135,82,85,115,15,205,6,8,6,13586,15195,0,261,16156,11,1,17,0,1867,158,161,0.0,0.0,0,0,0,0,0,0,1,0,0
1701,Hope so,0,Graves,96,20,49,10,15,92,4,6,8,14045,16044,0,5296,20940,10,4,27,0,1867,372,161,0.0,0.0,0,0,0,0,0,1,0,0,0
1702,OsamaBLJOHN,0,Malphite,36,56,54,6,14,128,3,3,5,12392,13083,0,752,13181,7,1,12,0,1867,467,74,0.0,0.0,0,0,0,0,0,0,0,1,0
1703,Champion Name,0,Lucian,57,37,27,8,13,175,2,4,4,10288,10183,0,2388,18725,13,6,27,0,1867,1,90,0.0,0.0,0,0,0,0,1,0,0,0,0
1704,Fãiry,0,Lulu,44,22,87,5,12,11,0,5,8,9531,2280,4423,1148,9933,22,3,42,0,1867,256,94,0.0,0.0,0,0,0,0,0,0,0,0,1
1705,Different Yorick,1,Yorick,148,11,59,3,17,184,1,2,3,17372,7384,0,3330,14513,6,2,17,0,1867,233,69,0.0,0.0,0,0,0,0,0,0,0,1,0
1706,Vickers,1,JarvanIV,79,57,65,12,14,26,6,5,15,12299,11927,0,6174,23635,5,7,34,0,1867,370,130,0.0,0.0,0,0,0,0,0,1,0,0,0
1707,Ausfreak,1,Ahri,77,80,28,27,15,127,11,2,6,13380,13456,0,4272,13004,8,4,21,0,1867,41,71,0.0,0.0,0,0,0,0,0,0,1,0,0
1708,zmey,1,MissFortune,38,25,30,7,15,174,5,4,10,13817,10358,0,2141,13529,10,3,20,0,1867,96,108,0.0,0.0,0,0,0,0,1,0,0,0,0
1709,montserrat,1,Xerath,106,45,14,34,13,49,3,2,8,10765,16628,0,3556,14871,28,4,62,0,1867,110,61,0.0,0.0,0,0,0,0,0,0,0,0,1
1710,Revilor,0,Darius,72,74,27,5,14,168,3,8,1,12901,14525,0,2894,30323,9,0,16,0,1724,207,259,0.0,0.0,0,0,0,0,0,0,0,1,0
1711,Vickers,0,Khazix,145,82,27,14,13,41,3,9,3,10613,9187,0,10451,28957,4,6,29,0,1724,172,256,0.0,0.0,0,0,0,0,0,1,0,0,0
1712,Ausfreak,0,Ahri,67,55,30,17,13,120,2,9,1,10611,11872,0,2541,18435,6,0,14,0,1724,52,215,0.0,0.0,0,0,0,0,0,0,1,0,0
1713,Mad Doctor QS,0,Ashe,32,68,14,9,13,181,9,10,6,11220,25350,0,2496,27578,8,2,18,0,1724,825,214,0.0,0.0,0,0,0,0,1,0,0,0,0
1714,FairyYang,0,Lulu,37,36,55,7,13,19,6,9,10,10761,3939,5392,871,16902,28,6,62,0,1724,168,206,0.0,0.0,0,0,0,0,0,0,0,0,1
1715,101 Demacians,1,Garen,85,23,71,9,16,151,8,5,7,15511,16259,0,2735,23059,9,2,22,0,1724,234,173,0.0,0.0,0,0,0,0,0,0,0,1,0
1716,FaultInOurGnars,1,Nocturne,92,38,41,18,15,20,5,2,7,13385,7747,0,10742,20582,10,0,15,0,1724,479,49,0.0,0.0,0,0,0,0,0,1,0,0,0
1717,SKT T1 Trip,1,Talon,62,150,298,17,17,185,20,3,6,17144,26809,0,6782,24498,6,2,20,0,1724,130,122,0.0,0.0,0,0,0,0,0,0,1,0,0
1718,Markelli,1,MissFortune,57,62,46,8,12,86,1,7,8,9806,6963,0,1527,13395,7,0,10,0,1724,253,144,0.0,0.0,0,0,0,0,0,0,0,0,1
1719,Helioth,1,Vex,108,25,52,30,15,57,11,6,14,13176,32810,0,2997,14515,33,8,82,0,1724,337,121,0.0,0.0,0,0,0,0,0,0,0,0,1
1720,Yamabushi,0,Gangplank,297,18,169,11,18,281,7,6,12,19910,29386,0,5627,23760,11,1,15,0,2090,360,152,0.0,0.0,0,0,0,0,0,0,0,1,0
1721,iggren,0,Warwick,115,12,86,12,16,44,9,8,10,15027,18444,0,23328,50444,9,1,17,0,2090,591,242,0.0,0.0,0,0,0,0,0,1,0,0,0
1722,Ausfreak,0,Ahri,76,67,25,24,16,179,5,6,4,15167,12012,0,2028,16087,9,1,20,0,2090,42,197,0.0,0.0,0,0,0,0,0,0,1,0,0
1723,Jänuary,0,Jhin,74,33,36,25,16,205,11,9,12,15391,29078,0,4375,27139,14,6,32,0,2090,227,306,0.0,0.0,0,0,0,0,1,0,0,0,0
1724,flabbyfetus,0,Senna,73,38,31,9,16,19,4,7,18,15193,10952,1751,11878,18030,13,3,31,0,2090,78,175,0.0,0.0,0,0,0,0,0,0,0,0,1
1725,Amazing fat kid,1,Kayle,40,50,109,6,18,266,6,5,5,18972,17781,0,5721,24393,9,0,15,0,2090,159,222,0.0,0.0,0,0,0,0,0,0,0,1,0
1726,yNwHorace,1,Trundle,171,86,29,7,18,53,11,7,9,19240,24357,0,13371,41073,6,5,20,0,2090,373,236,0.0,0.0,0,0,0,0,0,1,0,0,0
1727,TSM YANG,1,Zed,79,66,67,21,15,156,9,6,7,14463,20494,0,1567,21901,10,3,33,0,2090,106,246,0.0,0.0,0,0,0,0,0,0,1,0,0
1728,SzayelBR,1,Ezreal,349,67,39,13,16,215,9,5,11,16121,33841,0,1485,21275,10,6,37,0,2090,19,178,0.0,0.0,0,0,0,0,1,0,0,0,0
1729,Xpunk,1,Sona,44,72,105,5,14,8,1,13,21,12163,9112,3084,10549,23013,31,6,71,0,2090,42,342,0.0,0.0,0,0,0,0,0,0,0,0,1
1730,wenchplank,0,Garen,70,15,57,6,17,256,6,2,3,17726,14096,0,1278,18622,8,1,14,0,1673,181,56,0.0,0.0,0,0,0,0,0,0,0,1,0
1731,ANGE1,0,Nocturne,86,22,42,16,15,56,9,4,7,13984,18039,0,6179,23932,8,0,12,0,1673,534,126,0.0,0.0,0,0,0,0,0,1,0,0,0
1732,Skilled Nerd,0,Akali,125,15,42,12,15,134,5,9,3,13197,12782,0,131,21117,8,0,15,0,1673,50,249,0.0,0.0,0,0,0,0,0,0,1,0,0
1733,Nabss,0,Jinx,50,33,7,7,10,137,3,7,2,6989,11938,0,1080,15402,4,1,8,0,1673,34,212,0.0,0.0,0,0,0,0,1,0,0,0,0
1734,Ausfreak,0,Nami,26,39,51,8,13,12,0,6,11,10082,7220,0,4751,13366,10,7,37,0,1673,149,115,0.0,0.0,0,0,0,0,0,0,0,0,1
1735,Caecey,1,Darius,77,80,16,4,15,156,7,6,4,13879,14346,0,3965,23142,7,0,10,0,1673,83,198,0.0,0.0,0,0,0,0,0,0,0,1,0
1736,Squidwardo420,1,Nasus,196,15,74,9,15,31,6,4,3,13647,12571,0,9411,34055,5,1,22,0,1673,182,137,0.0,0.0,0,0,0,0,0,1,0,0,0
1737,Liangzaii ,1,Zed,77,38,70,10,15,141,5,4,6,13939,10833,0,1616,14216,10,1,19,0,1673,99,154,0.0,0.0,0,0,0,0,0,0,1,0,0
1738,BaeSuji,1,Lucian,47,25,35,7,14,142,8,4,6,12638,20678,0,2834,16949,8,1,15,0,1673,3,127,0.0,0.0,0,0,0,0,1,0,0,0,0
1739,ShyvanaI,1,Morgana,57,69,23,9,13,29,2,5,13,10138,11269,891,4422,15933,18,3,46,0,1673,60,138,0.0,0.0,0,0,0,0,0,0,0,0,1
1740,DragonSlayer2xx,0,Tryndamere,66,21,160,10,18,268,7,6,9,20555,19863,0,16723,42407,14,2,24,0,2427,98,216,0.0,0.0,0,0,0,0,0,0,0,1,0
1741,Snufflez,0,Kayn,110,77,64,22,17,43,12,14,5,16887,30354,0,8437,42093,2,6,30,0,2427,249,491,0.0,0.0,0,0,0,0,0,1,0,0,0
1742,jaydosmier,0,Viktor,130,26,165,120,17,247,3,9,6,18349,34945,0,421,25716,12,0,34,0,2427,541,349,0.0,0.0,0,0,0,0,0,0,1,0,0
1743,SNIGACC,0,Varus,106,12,34,12,16,228,2,10,7,16212,18924,0,1837,25856,13,2,35,0,2427,209,383,0.0,0.0,0,0,0,0,1,0,0,0,0
1744,Wandi Doombu,0,Galio,34,17,32,9,14,41,4,11,9,12351,9137,1515,598,29374,39,5,70,0,2427,85,310,0.0,0.0,0,0,0,0,0,0,0,0,1
1745,Yamabushi,1,Gangplank,278,35,203,14,18,288,10,2,12,24111,44293,0,9083,28131,14,0,37,0,2427,355,103,0.0,0.0,0,0,0,0,0,0,0,1,0
1746,jhin n tonik,1,Khazix,204,105,84,39,18,35,13,11,9,21364,30423,0,13969,47453,6,17,49,0,2427,168,359,0.0,0.0,0,0,0,0,0,1,0,0,0
1747,aloneice,1,Zoe,259,20,59,30,18,150,14,3,14,21378,33143,0,2730,24133,11,2,21,0,2427,165,102,0.0,0.0,0,0,0,0,0,0,1,0,0
1748,Novarre,1,Kaisa,98,50,52,9,18,297,7,7,11,20717,22585,0,4641,30448,15,1,22,0,2427,15,314,0.0,0.0,0,0,0,0,1,0,0,0,0
1749,Ausfreak,1,Nami,28,69,69,8,16,7,6,5,20,15735,6616,0,12622,15800,24,2,60,0,2427,96,206,0.0,0.0,0,0,0,0,0,0,0,0,1
1750,Bogoris,0,Rumble,139,126,184,19,17,198,11,10,10,17820,36603,0,2412,29596,8,0,14,0,2347,323,328,0.0,0.0,0,0,0,0,0,0,0,1,0
1751,Kavrala,0,Vi,98,0,103,16,15,19,6,8,14,14684,28217,0,10103,39353,14,2,40,0,2347,342,291,0.0,0.0,0,0,0,0,0,1,0,0,0
1752,shinex,0,Akali,146,38,62,28,17,170,21,10,7,18048,41112,0,1745,33228,13,5,26,0,2347,45,333,0.0,0.0,0,0,0,0,0,0,1,0,0
1753,NitroGo,0,Ezreal,277,37,33,12,16,186,4,7,19,16396,35956,0,4573,25291,12,1,19,0,2347,45,198,0.0,0.0,0,0,0,0,1,0,0,0,0
1754,Ausfreak,0,Leona,39,30,23,12,13,39,1,7,10,11338,6841,0,714,22075,14,11,54,0,2347,147,230,0.0,0.0,0,0,0,0,0,0,0,0,1
1755,feel my presence,1,Darius,97,131,36,22,18,204,21,7,8,21986,51930,0,16894,52975,5,3,29,0,2347,414,286,0.0,0.0,0,0,0,0,0,0,0,1,0
1756,Ionlycome2nd,1,Rammus,117,131,67,12,18,17,6,9,23,19484,28317,0,14991,50754,15,2,38,0,2347,621,340,0.0,0.0,0,0,0,0,0,1,0,0,0
1757,Nurdy,1,Katarina,88,65,0,12,17,189,11,10,4,18272,27737,0,1939,32723,13,0,23,0,2347,56,367,0.0,0.0,0,0,0,0,0,0,1,0,0
1758,náMÚhBúS ,1,Draven,106,152,14,14,17,245,4,8,12,17251,19878,0,3758,37709,12,7,27,0,2347,28,303,0.0,0.0,0,0,0,0,1,0,0,0,0
1759,I Kench 300kgs,1,Nami,28,62,94,13,16,1,0,9,20,14746,14918,0,10547,21019,27,0,51,0,2347,270,265,0.0,0.0,0,0,0,0,0,0,0,0,1
1760,Sonnyshorts,0,DrMundo,86,20,7,7,15,113,0,3,3,13278,11817,0,3721,19182,7,1,12,0,1740,121,128,0.0,0.0,0,0,0,0,0,0,0,1,0
1761,Hokimon,0,Ekko,101,38,67,6,13,32,4,8,4,11270,12179,0,11498,34252,9,7,24,0,1740,325,209,0.0,0.0,0,0,0,0,0,1,0,0,0
1762,XxMunkifazexX,0,Kled,83,0,56,6,15,142,13,9,5,13502,24799,0,3993,47150,9,2,16,0,1740,64,281,0.0,0.0,0,0,0,0,0,0,1,0,0
1763,Noctowl,0,Samira,128,19,20,1,13,169,4,5,4,11128,7514,0,551,19563,9,3,16,0,1740,3,87,0.0,0.0,0,0,0,0,1,0,0,0,0
1764,Ausfreak,0,Nami,18,60,58,6,12,14,1,4,14,9465,6283,0,8305,11903,16,11,49,0,1740,131,45,0.0,0.0,0,0,0,0,0,0,0,0,1
1765,Ryalst,1,Chogath,63,12,49,10,15,148,2,2,4,13062,10913,0,5896,20506,15,1,25,0,1740,1113,83,0.0,0.0,0,0,0,0,0,0,0,1,0
1766,NeonicGod,1,Kindred,175,55,42,3,16,37,15,3,8,15399,39690,0,8395,22343,8,1,25,0,1740,164,115,0.0,0.0,0,0,0,0,0,1,0,0,0
1767,Unohuitis,1,Yone,168,39,37,8,14,115,3,8,11,12090,18138,0,2165,19563,8,2,17,0,1740,65,182,0.0,0.0,0,0,0,0,0,0,1,0,0
1768,Joely,1,Kaisa,77,41,79,5,16,253,8,2,11,15395,26393,0,1264,10102,11,4,19,0,1740,14,72,0.0,0.0,0,0,0,0,1,0,0,0,0
1769,KimiDokiDoki,1,Lux,40,31,106,12,12,9,1,7,9,9492,10875,706,0,9830,21,5,50,0,1740,140,184,0.0,0.0,0,0,0,0,0,0,0,0,1
1770,toe suck,1,Jax,26,91,39,8,14,156,7,2,0,12958,17138,0,1493,16656,8,0,16,0,1300,201,71,0.0,0.0,0,0,0,0,0,0,0,1,0
1771,Been Naughty,1,Gwen,93,22,97,15,13,20,5,1,3,11025,9686,0,8804,20170,6,0,8,0,1300,191,38,0.0,0.0,0,0,0,0,0,1,0,0,0
1772,irazbbd,1,Zed,57,34,51,7,11,82,3,5,1,8569,8033,0,669,9859,5,1,9,0,1300,66,122,0.0,0.0,0,0,0,0,0,0,1,0,0
1773,FioraWithFedora,1,Caitlyn,44,13,10,4,12,148,8,1,2,9558,13270,0,2012,11914,5,1,14,0,1300,16,36,0.0,0.0,0,0,0,0,1,0,0,0,0
1774,Ausfreak,1,Nami,14,39,55,3,11,9,1,3,8,7695,2918,0,4839,6202,6,7,27,0,1300,88,61,0.0,0.0,0,0,0,0,0,0,0,0,1
1775,DaKrinjeLordea,0,Yorick,88,12,17,4,11,107,2,5,0,8271,7401,0,2946,15976,7,1,20,0,1300,50,148,0.0,0.0,0,0,0,0,0,1,0,0,0
1776,NOCSFORMYTOPLANE,0,Volibear,53,61,43,5,11,91,0,6,1,7377,3366,0,3087,14935,6,0,10,0,1300,289,152,0.0,0.0,0,0,0,0,0,0,0,1,0
1777,AJayy,0,Yasuo,169,12,75,5,12,112,7,4,0,9556,12895,0,1390,14481,7,0,10,0,1300,74,138,0.0,0.0,0,0,0,0,0,0,1,0,0
