Troublegum,True,JUNGLE,LeeSin,186,154,126,10,15,30,3,7,5,14495,10711,128,10157,32439,15,3,32,0,2124,461,210,0,0,0,0,0,0
MrIceCreamBox,True,MIDDLE,Ahri,94,76,61,38,17,155,10,3,5,18135,32816,0,2624,17263,9,1,15,0,2124,120,119,0,0,0,0,0,0
Theonlypr0,True,BOTTOM,Draven,93,166,18,12,17,237,2,8,8,17382,26915,0,3476,33908,9,0,14,0,2124,69,251,0,0,0,0,0,0
hypeothermia,True,UTILITY,Brand,63,76,47,6,16,53,11,7,4,15299,31777,0,4271,20823,17,2,33,0,2124,40,230,0,0,0,0,0,0
Kp101,True,TOP,Garen,76,19,48,5,15,166,6,3,3,13704,13685,0,1178,15070,6,2,11,0,1399,196,83,0,0,0,0,0,0
korozs,True,JUNGLE,Shyvana,95,72,87,9,13,10,7,5,7,11179,13825,0,8008,23853,9,1,18,0,1399,229,99,0,0,0,0,0,0
MalteseMario,True,MIDDLE,Yone,205,52,35,6,15,166,8,6,3,13149,19936,0,2789,18261,7,4,15,0,1399,114,128,0,0,0,0,0,0
XenoOCE,True,BOTTOM,Yasuo,222,14,86,6,13,148,12,10,7,10205,23528,0,7855,24902,6,1,11,0,1399,158,196,0,0,0,0,0,0
izy,True,UTILITY,Nautilus,38,28,32,6,12,29,3,8,17,9434,11119,0,220,13894,18,4,41,0,1399,376,115,0,0,0,0,0,0
xtraicy,False,MIDDLE,Irelia,119,24,53,4,13,148,3,7,7,10686,8306,0,1672,17620,11,1,25,0,1399,53,152,0,0,0,0,0,0
Frommoh,False,JUNGLE,LeeSin,140,77,92,8,12,26,9,8,9,9013,14143,752,8093,27344,7,2,15,0,1399,349,189,0,0,0,0,0,0
