SummonerName,WinLoss,Lane,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken
cOo,True,TOP,Garen,46,11,41,2,13,140,3,1,0,10620,7003,0,149,8064,2,1,4,0,1293,104,21,0.23076923076923078,0.14051137433782057,4,0,1,5
Hardisss,True,JUNGLE,Viego,101,51,25,5,11,18,6,2,4,8320,7385,0,7769,13555,7,0,15,0,1293,121,31,0.7692307692307693,0.1481802112655186,11,8,0,4
Ausfreak,True,MIDDLE,Orianna,106,64,32,6,13,144,1,3,8,10239,9344,448,0,8999,6,1,16,0,1293,265,110,0.6923076923076923,0.18749662190212443,15,8,0,2
Frommoh,True,BOTTOM,MissFortune,58,22,25,5,12,116,4,4,12,9278,16175,0,591,13007,8,0,13,0,1293,121,78,1.2307692307692308,0.32455125364965604,48,33,1,1
MVPete,True,UTILITY,Pyke,43,38,31,10,11,45,11,3,9,8421,9931,0,2713,11727,22,7,42,0,1293,96,68,1.5384615384615385,0.19926053884488035,50,36,2,1
Frommoh,False,TOP,Tryndamere,16,28,77,6,15,211,4,4,8,14657,17274,0,7575,29941,8,2,20,0,1749,52,150,0.4444444444444444,0.21274397621917046,16,20,0,4
Sniffer101,False,JUNGLE,Warwick,103,10,27,9,14,34,6,8,12,12733,15762,0,18735,37048,4,2,26,0,1749,130,263,0.6666666666666666,0.19411655213378395,17,44,0,4
Ausfreak,False,MIDDLE,Ahri,81,116,45,42,15,139,10,6,16,13104,26896,0,4634,18588,8,1,20,0,1749,81,104,0.9629629629629629,0.33124457994153794,13,62,2,2
haoyunxiaozi,False,BOTTOM,Kalista,39,0,131,1,13,145,5,5,9,11101,10916,0,2455,18092,8,0,13,0,1749,193,144,0.5185185185185185,0.1344398435763927,9,23,0,4
SY water God CN,False,UTILITY,Blitzcrank,25,25,27,16,12,15,5,4,11,9247,10349,0,2879,14213,11,0,23,0,1749,93,81,0.5925925925925926,0.1274550481291149,13,37,0,6
VirkyF7,True,TOP,Nasus,224,29,36,7,17,217,7,5,3,16752,18019,0,2482,26678,8,0,12,0,1749,623,212,0.3333333333333333,0.20304424758973066,25,29,4,2
CetiWapp,True,JUNGLE,Udyr,87,72,132,103,14,6,5,6,7,12256,7156,0,8408,22578,3,2,12,0,1749,397,153,0.4,0.08063718168390417,28,15,2,0
LittleBlakeyC,True,MIDDLE,Irelia,245,26,62,8,15,211,7,6,9,14386,21234,0,7209,28938,8,0,14,0,1749,68,155,0.5333333333333333,0.23927101112945467,52,37,1,0
killroomfloorboy,True,BOTTOM,Jinx,68,43,12,9,13,142,4,7,5,10673,13491,0,1555,15081,6,2,12,0,1749,78,190,0.3,0.15202514386743704,23,24,0,5
Sairgeo,True,UTILITY,Brand,37,65,36,9,14,43,4,6,10,11464,28844,0,865,10618,24,5,59,0,1749,32,156,0.4666666666666667,0.32502241572947344,20,19,1,5
006spykiller2,True,Invalid,Singed,21,18,20,6,16,39,3,13,29,15649,17760,0,2571,22265,0,0,0,0,948,213,252,0.6274509803921569,0.20781290736242508,53,406,1,0
Netorare Chan,True,Invalid,Kayle,20,32,47,4,17,76,19,7,20,17747,31022,0,6642,22168,0,0,0,0,948,28,166,0.7647058823529411,0.36299440657681553,30,378,0,0
bzkgdeathinabox1,True,Invalid,MasterYi,21,7,16,5,15,25,6,10,12,14432,11587,0,1771,17818,0,0,0,0,948,5,190,0.35294117647058826,0.13557987064226187,39,254,0,0
HeavyDirtyShrek,True,Invalid,Pyke,44,27,21,12,15,4,10,9,14,14628,12848,0,5129,19038,0,0,0,0,948,79,178,0.47058823529411764,0.15033962256734357,51,254,0,0
MemePlank,True,Invalid,Skarner,55,44,30,9,15,13,5,12,26,13489,12244,0,1814,24130,0,0,0,0,948,168,262,0.6078431372549019,0.14327319285115395,74,481,0,0
Squidgeey,False,Invalid,Soraka,59,65,32,6,16,16,4,7,38,14981,6042,1473,16216,14818,0,0,0,0,948,211,188,0.9767441860465116,0.0621821595547761,9,25,0,0
esker,False,Invalid,Akali,93,14,25,12,15,28,8,9,24,14380,18780,0,1252,23692,0,0,0,0,948,30,192,0.7441860465116279,0.19326305944383995,15,30,0,0
Vickers,False,Invalid,Lucian,47,26,34,6,16,69,20,9,19,14710,28796,0,1105,19944,0,0,0,0,948,0,190,0.9069767441860465,0.2963259974073442,11,29,0,0
Frommoh,False,Invalid,Jayce,74,52,54,52,15,21,16,11,29,14382,24767,0,916,20716,0,0,0,0,948,60,232,1.0465116279069768,0.25486495029026374,21,29,1,0
Ausfreak,False,Invalid,Morgana,44,52,21,4,16,39,3,7,34,15210,18790,1170,2342,16608,0,0,0,0,948,73,156,0.8604651162790697,0.193363833303776,14,20,0,0
zCrayonz,True,Invalid,Mordekaiser,34,25,17,3,12,12,6,5,20,9365,11213,0,2677,15310,0,0,0,0,672,11,102,1.4444444444444444,0.18788925025934233,39,44,0,0
MaMaiPiYe,True,Invalid,Neeko,32,24,25,3,12,11,4,2,18,9537,13784,0,414,8282,0,0,0,0,672,68,22,1.2222222222222223,0.23096422615769924,19,17,0,0
Lunawine,True,Invalid,Jinx,32,21,10,4,12,28,8,4,15,9715,12951,0,312,9515,0,0,0,0,672,56,56,1.2777777777777777,0.2170078819341296,14,24,0,0
clefairie,True,Invalid,Soraka,41,46,17,4,13,2,4,2,28,10235,6662,680,14315,3721,0,0,0,0,672,184,42,1.7777777777777777,0.1116270037329966,11,23,0,0
forgotten,True,Invalid,Irelia,92,13,34,3,13,65,14,5,10,10726,15070,0,1965,19780,0,0,0,1,672,53,94,1.3333333333333333,0.25251163791583225,37,44,1,0
Vickers,False,Invalid,Caitlyn,26,28,10,4,11,37,5,7,9,8254,12110,0,693,9503,0,0,0,0,672,32,122,0.3888888888888889,0.24139113095899287,15,28,0,0
Frommoh,False,Invalid,LeeSin,48,46,25,4,11,13,4,9,13,7968,12214,802,2195,18192,0,0,0,0,672,39,180,0.4722222222222222,0.24346582611629955,46,74,1,0
Ausfreak,False,Invalid,Ryze,52,20,79,1,11,22,3,5,10,7930,11229,0,235,8307,0,0,0,0,672,16,96,0.3611111111111111,0.22383962220821763,14,56,0,0
Squidgeey,False,Invalid,Amumu,32,44,25,4,11,12,2,8,13,8275,5847,0,482,13873,0,0,0,0,672,35,124,0.4166666666666667,0.1165606477904374,38,95,0,0
esker,False,Invalid,Ornn,37,20,15,6,11,12,4,7,12,8357,8766,0,921,12782,0,0,0,0,672,427,98,0.4444444444444444,0.17474277292605256,39,69,0,0
Big Choge,False,BOTTOM,Ziggs,219,97,81,21,18,248,12,9,18,22945,57259,0,6273,35302,14,2,28,0,3068,456,361,0.5263157894736842,0.2509357281793629,25,39,1,1
IIIlIlIlllIllIII,False,JUNGLE,Aatrox,387,57,163,18,18,95,14,12,14,24573,40178,0,35954,86028,3,8,31,0,3068,434,479,0.49122807017543857,0.17607913437219458,60,55,5,2
Gaon06,False,MIDDLE,Yone,378,61,47,21,18,279,11,10,12,25535,42355,0,8696,45286,21,2,40,0,3068,220,410,0.40350877192982454,0.1856208304671154,73,65,2,1
StepKuya,False,TOP,Vladimir,571,23,161,17,18,296,9,13,16,27451,48486,0,52809,67018,17,1,27,0,3068,210,572,0.43859649122807015,0.21249062328815466,44,74,2,3
AmberRadiant,False,UTILITY,Senna,109,74,31,13,18,47,8,13,25,19451,39903,2758,23065,41032,44,15,103,0,3068,454,508,0.5789473684210527,0.17487368369317247,36,49,0,1
 ShawnG,True,TOP,Yorick,272,39,114,17,18,245,18,11,14,27539,68133,0,28774,87506,21,0,39,0,3068,313,548,0.5925925925925926,0.2883628543849618,74,215,6,2
Vickers,True,JUNGLE,Volibear,127,193,114,14,18,31,9,6,29,26458,33451,0,23608,65701,4,8,34,0,3068,664,269,0.7037037037037037,0.1415767734214085,75,272,1,0
Ausfreak,True,MIDDLE,Ahri,110,163,65,77,18,180,16,11,21,24580,47027,0,11496,42286,15,1,26,0,3068,115,509,0.6851851851851852,0.19903595010097852,24,80,3,0
Fruit on Ground,True,BOTTOM,Caitlyn,78,45,18,4,18,245,7,10,23,23283,35234,0,5883,33274,19,1,33,0,3068,116,428,0.5555555555555556,0.14912413251363704,32,120,0,1
Isabelle Light,True,UTILITY,Brand,76,96,69,23,18,77,7,16,19,20781,52430,0,4144,34662,48,7,100,0,3068,67,535,0.48148148148148145,0.22190028957901417,31,158,0,1
